loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision
0.16558989882469177,0.9461894631385803,0.2100759595632553,0.6838461756706238,0.20902296900749207,0.9422176480293274,0.13376323878765106,0.6846099495887756
0.15367303788661957,0.9493151307106018,0.25975021719932556,0.7316485047340393,0.20235951244831085,0.9417001008987427,0.10838304460048676,0.7086809277534485
0.15059401094913483,0.9495297074317932,0.2751673758029938,0.7197361588478088,0.20683783292770386,0.9417065382003784,0.16010896861553192,0.6247308850288391
0.14408572018146515,0.9514060020446777,0.31148606538772583,0.7345936894416809,0.19587759673595428,0.9424774646759033,0.1315217763185501,0.7043398022651672
0.13731792569160461,0.9531605243682861,0.3582780361175537,0.7331455945968628,0.18631131947040558,0.9431689381599426,0.17573019862174988,0.6655347943305969
0.13241301476955414,0.9547432661056519,0.38103601336479187,0.7499064207077026,0.20476001501083374,0.9422734379768372,0.14000482857227325,0.6764411926269531
0.12892577052116394,0.9555537700653076,0.41130492091178894,0.7407047152519226,0.2149367332458496,0.9408625364303589,0.10690023750066757,0.6541464328765869
0.1238735169172287,0.957253634929657,0.43382272124290466,0.7580309510231018,0.19677574932575226,0.9410107135772705,0.12917686998844147,0.6283126473426819
0.11953246593475342,0.9582948088645935,0.4524974822998047,0.7637242078781128,0.2116832435131073,0.9418525695800781,0.1650746613740921,0.625588059425354
0.11518719792366028,0.9597688913345337,0.47033655643463135,0.7788743376731873,0.21058839559555054,0.941785991191864,0.13172867894172668,0.6644634008407593
0.11150138825178146,0.9613373279571533,0.49267420172691345,0.791206955909729,0.24199071526527405,0.9345124363899231,0.21666264533996582,0.44680699706077576
0.10764240473508835,0.96281898021698,0.515201985836029,0.8008509278297424,0.2318594753742218,0.9265989661216736,0.2406979501247406,0.364662230014801
0.10302183032035828,0.9644253849983215,0.5290929675102234,0.8207837343215942,0.24840694665908813,0.9278316497802734,0.19686885178089142,0.3562558591365814
0.09856592863798141,0.9660706520080566,0.5482431054115295,0.835993766784668,0.26496371626853943,0.92644864320755,0.2221800684928894,0.35524067282676697
0.09536249935626984,0.9672043919563293,0.5610381960868835,0.8465964198112488,0.32139837741851807,0.918505072593689,0.25925031304359436,0.31343284249305725
0.09108582884073257,0.968502402305603,0.5777164101600647,0.8563100099563599,0.327141672372818,0.9224371314048767,0.3216317892074585,0.36189034581184387
0.08805211633443832,0.9694185256958008,0.5935889482498169,0.8586546778678894,0.2936510443687439,0.9335160255432129,0.23352529108524323,0.43679049611091614
0.08549565821886063,0.9703519344329834,0.6033466458320618,0.8675886392593384,0.310595840215683,0.9313599467277527,0.2716645300388336,0.4208333194255829
0.08117912709712982,0.9716441631317139,0.6196945309638977,0.876731812953949,0.3805909752845764,0.9212023615837097,0.2726645767688751,0.3363535702228546
0.07889828085899353,0.97252357006073,0.6320943832397461,0.8814265131950378,0.3669518828392029,0.9235666990280151,0.2289734184741974,0.3341216742992401
